,Compound Name/PubChem ID,Binding_Affintiy
2523,11106439,-6.836
2524,358901,-7.332
2525,179963,-7.465
2526,267769,-6.751
2527,11223782,-7.436
2528,11760779,-7.656
2529,5317143,-6.531
2530,70130,-6.523
2531,21618,-6.469
2532,79126,-6.679
2533,5317591,-7.367
2534,5367407,-6.607
2535,53481458,-7.486
2536,565481,-7.053
2537,25913,-6.667
2538,8421,-6.52
2539,19462,-6.515
2540,641256,-6.571
2541,5318169,-6.531
2542,6434253,-7.566
2543,565453,-6.485
2544,12209,-6.55
2545,7424,-6.489
2546,549159,-6.633
2547,69362,-6.345
2548,11381,-6.45
2549,246988,-6.406
2550,131769827,-7.442
2551,5319662,-7.423
2552,107722,-7.519
2553,118810,-6.78
2554,5365037,-6.677
2555,5364599,-6.709
2556,6436630,-7.23
2557,131751968,-7.048
2558,10877186,-6.467
2559,537288,-6.692
2560,9838995,-6.444
2561,99973,-5.315
2562,8834,-6.559
2563,13711,-6.601
2564,12329,-6.657
2565,14242,-6.649
2566,439165,-6.496
2567,44584241,-7.475
2568,519189,-6.638
2569,5375048,-6.613
2570,10077799,-5.161
2571,522214,-6.48
2572,6262,-6.448
2573,12328,-6.644
2574,487,-6.277
2575,121992,-6.776
2576,11075454,-6.121
2577,111750,-6.585
2578,12533,-6.745
2579,62852,-6.319
2580,165580,-6.725
2581,7311,-6.631
2582,5280388,-7.366
2583,1053,-6.217
2584,558485,-6.415
2585,530427,-6.532
2586,31292,-6.746
2587,1123,-6.624
2588,20149,-6.827
2589,11007921,-6.468
2590,6422,-6.84
2591,90116889,-7.025
2592,522398,-6.841
2593,5280531,-6.953
2594,10631344,-6.647
2595,129881794,-6.698
2596,5281860,-7.316
2597,78016,-6.529
2598,10971435,-7.581
2599,66654,-6.586
2600,250397,-5.442
2601,300554,-6.846
2602,5281159,-6.513
2603,6444297,-5.908
2604,21603117,-6.792
2605,193042,-7.521
2606,101663451,-7.591
2607,5317306,-6.831
2608,10416810,-6.651
2609,13969554,-7.478
2610,323958,-5.161
2611,13917513,-5.161
2612,11009664,-6.524
2613,10957981,-7.014
2614,73989113,-5.379
2615,15742123,-6.472
2616,147900,-5.256
2617,155764,-6.73
2618,11604108,-7.591
2619,129820049,-7.436
2620,637287,-7.615
2621,154926398,-7.425
2622,185904,-7.444
2623,15559345,-7.116
2624,896,-6.504
2625,21574472,-5.854
2626,21574473,-5.656
2627,21574474,-6.863
2628,21574475,-7.075
2629,21574476,-6.619
2630,46902093,-7.288
2631,73814991,-6.767
2632,171548,-6.898
2633,441667,-6.823
2634,440047,-6.441
2635,442770,-7.487
2636,44257380,-7.679
2637,156777,-7.594
2638,131752226,-7.78
2639,156743,-6.824
2640,44258922,-7.226
2641,119269,-7.737
2642,5281693,-7.025
2643,122097,-6.132
2644,443614,-6.311
2645,15608234,-5.273
2646,119444,-7.141
2647,667476,-6.609
2648,6432025,-6.783
2649,246728,-6.479
2650,527428,-6.426
2651,12004528,-5.801
2652,73401,-7.197
2653,61942,-6.424
2654,6124301,-6.706
2655,6451084,-6.279
2656,13991590,-6.714
2657,75412558,-7.138
2658,10903113,-6.886
2659,11530200,-7.317
